425	112
396	104
52	71
216	117
267	84
196	37
154	85
248	85
64	71
67	158
56	186
224	45
410	150
160	136
213	145
216	112
196	20
447	186
81	73
256	77
534	142
25	186
79	150
303	21
196	54
308	128
487	18
448	54
218	65
293	73
179	66
189	77
242	47
259	111
324	21
552	112
248	160
17	43
466	34
268	133
327	69
459	62
537	150
372	108
222	34
259	186
477	108
267	186
394	51
20	141
350	133
350	136
304	114
540	84
76	182
85	114
242	27
266	17
270	136
437	21
374	85
242	75
160	182
243	41
308	57
527	43
236	42
185	41
269	182
190	171
294	114
419	141
337	75
23	133
43	73
162	186
483	75
196	108
419	112
442	43
236	43
478	82
236	21
337	111
478	69
322	81
398	142
205	43
248	37
210	43
485	34
187	176
535	179
480	18
185	73
260	21
482	21
510	154
317	21
483	77
246	136
555	84
396	186
161	21
356	84
529	186
322	150
248	150
372	137
294	18
298	130
242	150
291	21
196	39
559	21
216	114
466	21
370	77
437	85
347	34
314	18
232	138
304	85
114	114
296	73
300	134
223	150
130	186
416	62
153	182
266	127
541	133
75	21
250	73
479	155
208	140
128	42
311	150
322	137
66	152
521	85
183	136
108	75
308	127
186	73
403	73
469	186
473	167
382	120
476	186
369	42
293	34
210	85
330	43
111	182
191	171
105	73
210	150
432	73
210	34
236	111
421	75
354	150
312	21
304	19
232	19
185	158
466	85
492	184
396	134
283	108
557	43
96	73
546	85
337	74
472	51
26	114
452	106
132	112
16	4
115	157
160	137
211	43
355	136
269	21
166	21
266	74
87	85
285	84
242	89
88	136
263	21
375	77
464	73
313	90
275	85
269	121
477	142
176	150
293	21
119	114
248	141
209	21
358	186
293	142
466	186
87	106
166	108
310	42
309	34
281	109
478	150
347	73
326	7
203	79
142	133
399	111
353	43
466	114
478	73
78	137
24	114
55	137
51	182
137	111
552	85
525	59
283	114
368	137
266	141
65	150
374	83
141	77
78	127
226	184
474	108
366	133
128	73
415	85
78	114
295	43
318	69
322	126
523	21
428	108
466	176
140	137
439	46
288	150
78	85
131	112
100	114
151	111
216	125
348	21
398	137
372	114
104	140
266	178
267	51
93	77
518	112
484	171
250	21
482	150
78	171
355	39
282	16
312	184
383	186
310	21
171	150
357	10
195	85
84	136
98	75
426	18
60	43
252	84
224	43
212	150
233	108
67	85
455	136
445	150
492	142
210	74
498	39
371	154
427	173
337	84
31	77
490	114
456	73
251	42
256	75
123	67
301	162
261	43
206	141
331	150
155	115
358	141
333	43
113	85
110	137
152	136
431	77
81	108
114	73
250	170
482	77
361	122
397	92
515	104
424	134
358	34
63	120
191	133
160	69
488	140
412	92
507	43
191	112
533	142
371	69
95	186
114	108
355	85
258	115
233	85
196	158
449	92
530	150
219	44
360	77
488	18
232	73
125	85
216	174
390	77
266	69
397	77
254	144
366	106
289	73
232	69
358	176
6	98
195	84
125	84
478	111
237	111
242	114
242	16
252	114
395	114
465	21
340	186
369	73
463	142
372	142
526	43
119	186
249	142
420	114
5	186
545	108
362	114
508	77
196	103
494	23
315	42
523	177
238	157
28	84
491	85
387	43
295	142
219	21
372	150
278	156
310	181
554	77
248	60
108	77
493	43
284	114
212	21
226	43
199	73
126	73
504	46
266	113
376	186
277	186
218	84
230	21
208	124
253	179
494	147
54	20
344	133
32	186
259	21
345	73
114	43
545	85
190	136
259	136
266	34
442	73
396	114
81	85
288	137
77	118
411	155
342	77
239	18
145	186
282	133
377	136
232	77
41	77
316	73
146	85
419	43
395	106
196	71
552	43
216	116
212	185
196	32
232	132
337	72
528	186
37	137
123	114
298	109
196	34
264	73
210	21
199	114
491	84
266	75
459	64
236	140
208	21
479	156
344	2
337	136
450	92
196	150
394	18
372	112
258	43
222	73
64	108
196	136
8	150
452	142
378	141
251	114
252	17
352	140
292	139
266	77
287	107
348	176
196	17
316	85
416	157
487	186
178	150
515	150
250	136
258	136
258	111
148	80
282	142
202	4
355	108
295	135
560	34
318	150
500	150
478	142
191	182
186	74
196	73
479	73
322	75
368	112
411	150
295	136
266	7
216	161
138	127
267	35
396	21
249	73
67	41
257	186
29	38
516	73
302	37
90	136
425	136
266	129
507	150
209	124
51	21
237	150
391	21
209	111
87	186
175	136
526	136
191	73
101	4
436	108
235	164
244	42
283	85
540	108
448	73
259	43
167	69
524	84
346	128
248	77
169	73
64	85
538	43
277	108
254	150
374	108
196	43
8	111
305	85
28	108
229	186
388	111
216	70
238	73
558	150
466	73
4	73
292	65
232	150
466	84
417	171
331	112
478	85
259	67
321	46
499	18
266	68
259	133
393	18
121	111
198	69
479	21
213	114
232	66
229	0
465	142
406	150
196	127
466	77
102	108
50	111
483	73
266	108
306	150
266	111
216	90
232	136
266	84
318	67
180	77
480	150
479	108
33	186
539	186
40	43
548	186
190	73
206	85
475	43
216	34
199	136
303	114
14	21
10	42
320	73
346	127
179	73
355	43
257	116
23	77
196	133
15	150
420	141
243	43
393	112
494	95
502	73
297	91
275	186
173	77
136	34
427	84
206	104
32	21
250	150
12	84
552	84
512	84
207	142
352	157
396	69
411	157
71	141
287	43
1	43
221	114
441	136
418	106
133	112
145	77
129	84
266	85
266	48
349	18
348	67
191	77
236	87
322	26
386	114
87	155
187	171
219	114
365	171
25	43
292	182
412	106
219	85
406	34
503	46
275	19
556	136
117	84
349	81
478	84
96	157
242	98
454	176
327	136
329	43
204	85
158	84
501	73
120	77
391	142
306	124
419	142
216	81
490	150
212	96
287	4
249	136
298	84
286	21
419	114
365	73
7	108
340	21
73	21
201	43
519	136
385	41
121	137
114	20
196	171
363	150
286	34
114	186
355	4
479	101
182	73
218	73
143	182
158	85
276	34
331	78
69	83
237	186
32	42
417	186
400	119
187	73
186	133
207	150
58	114
336	42
196	186
107	186
267	43
184	85
480	133
251	44
470	46
182	134
454	177
229	112
216	120
266	120
30	43
307	73
269	73
62	141
248	75
196	149
346	85
512	108
514	142
14	34
148	186
129	140
337	85
513	85
348	66
286	75
193	106
181	114
277	114
38	186
251	43
226	141
109	133
536	43
212	154
248	43
494	150
428	85
192	85
273	92
382	186
196	58
322	114
61	67
315	43
505	119
147	150
159	77
216	21
495	77
165	114
205	150
279	184
117	85
308	111
190	123
467	73
538	186
395	85
474	99
224	186
258	85
268	43
462	150
368	111
201	73
197	73
333	141
216	189
12	108
335	114
542	69
282	114
304	53
105	186
337	157
464	97
381	84
396	73
196	30
216	87
281	12
479	111
367	27
185	171
481	66
429	50
259	73
67	84
303	137
337	43
63	114
228	34
459	137
348	114
338	108
502	142
3	186
301	77
543	84
208	154
429	142
346	108
196	29
430	75
216	86
45	73
419	36
219	43
94	73
524	85
402	85
78	84
393	51
274	63
422	106
481	21
91	176
223	111
413	77
337	34
419	111
248	73
517	150
266	106
218	37
66	73
232	43
232	131
292	183
208	150
506	18
542	95
76	21
300	141
13	108
261	182
305	141
103	155
164	186
46	85
89	21
235	150
191	75
231	136
357	9
118	77
331	133
531	142
18	16
400	120
387	150
555	85
304	176
53	77
392	40
242	85
248	169
42	77
70	85
348	85
396	150
61	42
172	140
286	77
266	182
298	73
197	21
204	84
170	85
190	112
337	137
419	73
216	73
236	171
279	95
245	73
244	34
337	146
32	85
461	77
464	142
411	158
39	73
310	93
67	73
369	114
68	5
167	21
420	21
47	21
213	85
82	85
74	43
310	43
219	84
381	85
266	43
304	186
196	27
157	115
63	142
252	186
471	108
122	182
255	136
249	104
191	157
363	112
417	136
304	140
56	114
219	136
403	43
366	73
433	136
293	150
281	186
495	120
308	147
196	21
473	51
373	18
215	77
332	182
396	112
252	85
448	180
420	76
213	143
34	73
293	69
384	34
76	77
478	186
393	150
229	111
259	68
343	91
61	155
59	106
61	25
409	34
540	85
335	34
496	142
538	150
304	142
489	77
335	75
337	73
365	170
218	150
52	73
113	87
415	142
150	77
293	42
18	27
293	43
477	186
382	136
220	111
328	140
222	150
513	108
196	140
379	95
417	142
227	73
322	4
478	21
266	114
348	112
438	43
196	28
323	111
18	14
479	114
61	186
124	157
17	182
554	84
337	150
114	85
363	111
11	140
345	74
242	34
425	114
149	85
78	73
259	108
402	114
250	171
210	172
248	171
466	142
289	142
25	112
269	163
240	31
426	51
80	186
216	56
219	42
112	77
266	165
13	85
439	157
223	73
280	142
372	173
243	182
554	85
334	114
266	15
511	85
186	171
49	73
443	108
542	23
283	111
482	75
430	77
287	85
229	21
216	156
459	63
196	41
196	85
36	77
254	73
478	108
160	112
87	150
134	42
517	142
443	85
394	150
216	58
348	157
196	159
466	69
14	114
282	21
322	21
486	18
308	136
196	114
553	34
266	136
368	113
258	73
26	84
371	21
116	85
229	115
216	61
406	33
233	43
22	34
298	85
514	150
269	52
401	104
401	21
195	73
163	133
420	8
547	150
414	77
57	114
286	112
185	43
10	21
121	112
199	21
226	21
483	114
319	140
417	19
232	137
226	140
335	141
61	73
444	105
165	186
322	34
337	108
312	18
96	156
552	108
27	21
216	155
369	111
322	67
436	85
84	76
9	114
302	21
304	43
518	115
81	112
14	182
13	84
351	21
144	73
255	21
102	85
478	141
335	43
